"Incident: Incident Number","Subject","Incident Date/Time","City","Country","Description","NC4 Incident","Primary Type","Incident Status","Market","Philips Site or Building","Management Level"
"INC-1311","","3/9/2023 11:15 AM","Best","","","","","Monitoring","","Best",""
"INC-0952","","3/2/2022 7:16 AM","Best","","","","","Monitoring","","Best",""
"INC-0954","","3/2/2022 7:19 AM","Best","","","","","Monitoring","","Best",""
"INC-0953","","3/2/2022 7:18 AM","Best","","","","","Monitoring","","Best",""
"INC-0712","","9/12/2021 6:16 AM","Best","","","","","Monitoring","","Best",""
"INC-0860","","12/14/2021 11:34 AM","Best","","","","","Monitoring","","Best",""
"INC-0949","","3/1/2022 5:55 AM","Best","","","","","Monitoring","","Best",""
"INC-0931","Civil Unrest in Kazakhstan","1/5/2022 3:54 PM","Almaty","Kazakhstan","Protests over the rising cost of fuel began on 2 January and escalated into large-scale anti-government riots.","","Safety (Terrorism, War, Civil-unrest)","Closed","","Almaty - Manasa str","Market"
"INC-0816","Meteorological: Flooding","11/29/2021 9:38 AM","Nairobi","Kenya","Media sources report that rainfall in the area caused localized flooding in Nairobi. The area near Nyayo Stadium and Bunyala have been inundated. Flooding has been exacerbated by poor drainage in the area. Drier conditions have been forecast throughout the day; however, rain has been forecast on Tuesday. Expect associated disruptions in the area. Motorists are advised to seek alternate routes.","Meteorological: Flooding","Meteorological (Tornado, Hurricane, Floods)","Closed","","Nairobi - B1","Regional"
"INC-0513","Landslide","3/1/2021 4:15 AM","Gaggio Montano","Italy","See PE0234 - Adverse weather caused extensive damages in the night: landslides, interruption of supplies and networks. Gaggio Montano is isolated for different landslide, Biagioli (Supplier) Plant reported extensive damage to the roof, network/phone is interrupt, Local Authority declared the Calamity Status and required Safety Ispection From Local Authorities for all manufactures in that area before restore the activitie.","","Geophysical (Earthquake, landslide, Tsunamis)","Monitoring","","Gaggio Montano","Site"
"INC-0572","","6/8/2021 10:30 AM","Gaggio Montano","","","","","Monitoring","","Gaggio Montano",""
"INC-0302","","3/25/2020 11:17 AM","Gaggio Montano","","","","","Monitoring","","Gaggio Montano",""
"INC-0354","","6/11/2020 5:46 AM","Gaggio Montano","","","","","Monitoring","","Gaggio Montano",""
"INC-0450","","11/12/2020 10:22 AM","Gaggio Montano","","","","","Monitoring","","Gaggio Montano",""
"INC-0510","","2/24/2021 5:33 AM","Gaggio Montano","","","","","Monitoring","","Gaggio Montano",""
"INC-0284","","3/4/2020 7:05 AM","Gaggio Montano","","","","","Monitoring","","Gaggio Montano",""
"INC-0292","","3/13/2020 12:23 PM","Gaggio Montano","","","","","Monitoring","","Gaggio Montano",""
"INC-1123","","9/6/2022 8:28 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1064","","7/19/2022 11:30 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1096","","8/14/2022 2:24 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1335","Rockets fired at Israel during Passover","4/6/2023 2:02 PM","Haifa","Israel","Gaza militants blast rockets into Israel as Passover holiday begins

Militants in Gaza fired seven rockets into Israel early Thursday morning as the nation's Jewish population began celebrating Passover.

The Israeli military says all seven rockets exploded in midair. Tensions remain high in the country as the Muslim holy month of Ramadan continues, while the Jewish Passover began Wednesday. Israeli forces have tracked rocket barrages from Gaza throughout the week, though few have escaped the country's air defenses.

Update (Hillel Mogle): April 14th - there was no impact on the business.  Closing this incident.","","Armed conflict","Closed","","Haifa","Country"
"INC-0871","","12/23/2021 5:02 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0137","Fire at the Ingenuity CT System Test workspace","11/14/2018 10:30 AM","Haifa","Israel","Fire started in the Ingenuity CT System Test workspace By quick action of the employees the fire was able to be contained to just this area. All equipment within the Ingenuity CT System Test workspace was lost due to fire and water damage and the room was closed off. The sprinkler system was not activated. 
The only damage was to the Ingenuity CT system test area, no other areas or assets and resources were affected

Activate the BCP and ensure recovery of the Ingenuity CT System Test workplace to ensure delivered of all Products and Services within the required RTO","","Continuity (crisis)","","","Haifa","Site"
"INC-0355","TEST - Entry to safe areas, ERT response to HazMat spill","12/17/2019 5:00 AM","Haifa","Israel","1. Entry to safe rooms 
2. Hazmat spill","","Safety (Terrorism, War, Civil-unrest)","Closed","","Haifa","Site"
"INC-0356","TEST -Loss of airport/seaport","2/6/2020 10:30 AM","Haifa","","Import of BoM item from USA to Israel, using alternate 3PL, land border crossing","","Transportation Infrastructure (Road, Waterways, Rail, Air)","Closed","","Haifa","Site"
"INC-0392","COVID-19 CMT Haifa - August 2020","7/31/2020 6:00 PM","Haifa","","Ongoing management of COVID-19 crisis","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0485","","12/30/2020 1:42 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0486","","12/30/2020 1:47 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0488","Positive COVID 19 employee","12/29/2020 3:00 PM","Haifa","Israel","We are reporting that one CT/AMI employee was tested positive to COVID 19, the employee last presence date on site was December 26th , in addition, a transportation driver of Philips employees was tested positive to COVID 19.
In order to cut the infection chain and to assess the impact as fast as possible, all employees of circle 1 and circle 2 were requested to go for a COVID 19 test in parallel to the epidemiologic analysis that is managed on site.
Most of the impacted employees are from the ISC production plants, at this point of time we do not see any impact on our 2020 commitments and deliveries
Production continues with the unaffected available employees and will be resumed fully within 24-48 hours.
The site leadership team assigned Efrat Ori to be the incident manager, Incident will be documented in Fusion.
We continue to monitor the situation and will advise as needed.","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0436","","11/1/2020 7:09 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0437","COVID-19 CMT Haifa - October 2020","9/30/2020 6:00 PM","Haifa","","Ongoing management of COVID-19 crisis","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0629","","7/23/2021 1:18 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1082","","8/2/2022 5:31 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1094","Gaza Military Activity","8/5/2022 2:04 PM","Haifa","Israel","Israel?s military launched airstrikes in the Gaza Strip on Friday, killing a top Palestinian militant leader and at least six others, raising fears of a new all-out conflict.","","Armed conflict","Closed","","Haifa","Regional"
"INC-1097","","8/14/2022 2:32 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1072","","7/24/2022 12:31 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0609","","7/21/2021 1:20 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0610","","7/21/2021 1:29 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0611","","7/21/2021 1:34 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0612","","7/21/2021 1:43 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0613","","7/21/2021 2:18 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0614","","7/21/2021 2:21 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0627","","7/23/2021 12:23 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0215","BCP -Loss of 3PL, Loss of airport & seaport","4/2/2019 2:00 AM","Haifa","Israel","Test readiness for the scenarios:
Loss of Supplier (Flying Cargo)
Loss of the seaport & airport","","Continuity (crisis)","","","Haifa","Site"
"INC-0224","","9/18/2019 8:51 AM","Haifa","Israel","","","Continuity (crisis)","Closed","","Haifa",""
"INC-0225","TEST","8/11/2019 4:00 AM","Haifa","Israel","","","Continuity (crisis)","","","Haifa","Site"
"INC-0226","","8/21/2019 3:30 AM","Haifa","Israel","","","Continuity (crisis)","Closed","","Haifa","Site"
"INC-0683","","8/26/2021 11:28 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0381","COVID-19","3/16/2020 10:15 AM","Haifa","Israel","Activation of Site CMT Haifa","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0382","COVID-19 CMT Haifa - March 2020","3/16/2020 10:15 AM","Haifa","","Ongoing management of COVID-19 crisis","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0383","COVID-19 CMT Haifa - April 2020","3/31/2020 6:00 PM","Haifa","","Ongoing management of COVID-19 crisis","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0384","COVID-19 CMT Haifa - May 2020","4/30/2020 6:00 PM","Haifa","","Ongoing management of COVID-19 crisis","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0385","COVID-19 CMT Haifa - June 2020","5/31/2020 6:00 PM","Haifa","","Ongoing management of COVID-19 crisis","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0386","COVID-19 CMT Haifa - July 2020","6/30/2020 6:00 PM","Haifa","","Ongoing management of COVID-19 crisis","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0387","Site BCP | Scenario Outbreak of Virus","8/24/2020 5:37 AM","Haifa","","Completion of Site BCP | Scenario Outbreak of Virus exercise","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0415","","10/15/2020 8:04 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0416","","10/15/2020 8:29 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0417","","10/15/2020 9:05 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0418","","10/15/2020 9:37 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0419","","10/15/2020 9:40 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0242","Crisis Management","9/1/2019 11:00 AM","","","Due to current information from IDF spokesman and Home Front Command, the Philips IL CCMT decisions are:
Ensure safe rooms readiness across Philips IL
Raise readiness level to ?Alert?
CCMT will convene daily @ 17:00 until further notice","","Continuity (crisis)","Closed","","Haifa","Country"
"INC-0425","COVID-19 CMT Haifa - September 2020","8/31/2020 6:00 PM","Haifa","","Ongoing management of COVID-19 crisis","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0433","","10/29/2020 7:22 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0434","","10/29/2020 8:19 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0435","","10/29/2020 8:31 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0445","","11/6/2020 2:31 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0446","","11/7/2020 3:00 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0499","Additional several positive cases","1/21/2021 12:00 PM","Haifa","Israel","We are currently reporting on a total of 4 CT/AMI employees which are positive to COVID 19.
 
In order to cut the infection chain and to assess the impact as fast as possible, all employees of circle 1 and circle 2 were requested to go for a COVID 19 test.
The vast majority of the impacted employees are from the ISC production plants. Production continues with the unaffected available employees.
We are not expecting delays in our full system delivery plans. 
We expect to see gaps in our DMS delivery plans in the coming 3 weeks (WW3-5) in the range of 30-50%, generating gaps in Suzhou production plans for Incisive & ACCESS. 
Haifa production teams are in close contact with our colleagues in Suzhou planning teams. Both teams are taking all possible mitigation steps to ensure minimal impact ,if any, on customer delivery dates. 
The site leadership team assigned Efrat Ori to be the incident manager, Incident will be documented in Fusion.
We continue to monitor the situation and will advise as needed.

 
Next steps:
1)	Production continues with the unaffected available employees
2)	Closed capsules policy is kept, based on availability of employees 
3)	Operation receive support by qualified employees from other functions (R&D, SPS)
4)	Circle 2 employees are expected to return to site early next week (WW4), enabling recovery of production plans to ~85%. (Some already returned)","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0624","","7/22/2021 11:03 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0440","","11/4/2020 4:52 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0441","","11/4/2020 5:02 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0442","","11/4/2020 7:48 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0447","","11/7/2020 9:59 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0448","","11/7/2020 10:19 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0694","","8/30/2021 5:06 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0695","","8/30/2021 5:22 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0444","","11/6/2020 6:14 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0478","COVID-19 CMT Haifa - November 2020","10/31/2020 7:00 PM","Haifa","","Ongoing management of COVID-19 crisis","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Haifa","Site"
"INC-0621","","7/22/2021 5:24 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0622","","7/22/2021 5:38 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-0352","Ability to use VPN - WFH","3/15/2020 10:30 AM","Haifa","Israel","using Everbridge to poll all employees regarding ability to use VPN from home","","Information Technology (Internal Applications, Network, Telecommunications)","Closed","","Haifa","Country"
"INC-0874","","12/30/2021 12:23 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1114","","9/1/2022 2:35 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1117","","9/5/2022 9:10 AM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1124","","9/6/2022 8:31 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1121","","9/6/2022 8:21 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1122","","9/6/2022 8:26 PM","Haifa","","","","","Monitoring","","Haifa",""
"INC-1046","Construction near Haifa 1 may cause risk","6/26/2022 6:47 AM","Haifa","Israel","Construction of a parking lot near Haifa 1 may cause a risk to production.
Link to TEAMS:  https://teams.microsoft.com/l/team/19%3axCuAW7-c5VgoRIuA6Yl_1Adw3luhBrO4DjQ6ikEFjSA1%40thread.tacv2/conversations?groupId=e82fe099-ed5b-475c-994c-95151d05782c&tenantId=1a407a2d-7675-4d17-8692-b3ac285306e4

Note - all action were created on June 30th. As no due date was defined, a default due date of June 30th was used.
After several weeks - the project moved to being monitored in weekly meetings with Gav Yam. No additional actions opened for the team.

Update - Nov 6th - periodical meetings are conducted with Gav Yam, it seems that the main risk of vibration is not materializing.

Update - Jan 4th - periodical meetings have stopped in the last few weeks.  Still waiting to hear about the defined solutions on how to overcome a possible risk of not having enough access to conduct maintenance in the electricity and generator rooms (due to the location of a pipe).

Update Feb 12th - periodical meetings took place.  
After a meeting with ""Gav Yam"", the BCM manager (Hillel - me) decided to escalate the situation as the suggested solution of moving the water pipes was not progressing.
Jan 24th 2023 - e-mail (attached) was sent to the site leader explaining the risk. 
Jan 31st 203 - a dedicated meeting with the site leader (Efrat Ori, facilities management and BCM) was conducted - summary attached. The risk was accepted under the assumption that a solution is expected soon. 

Currently waiting the activity to take place.","","Other","Closed","","Haifa","Site"
"INC-0483","Incident","12/29/2020 11:30 AM","Zagreb","Croatia","Earthquake","","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","Zagreb - B1","Country"
"INC-1356","Test Test","4/19/2023 9:22 AM","Boblingen","Germany","Test","","Fire (Fire suppression, explosion)","Closed","","Boblingen - B1","Site"
"INC-0403","Hurricane Sigrid","10/5/2020 5:29 AM","Minsk","Belarus","in 4 days Hurricane Sigrid is expected in  Belarus","","Meteorological (Tornado, Hurricane, Floods)","Closed","","Minsk - B1","Country"
"INC-0473","Magnitude 6.3 earthquake","12/10/2020 10:33 AM","Taipei","Taiwan","The European-Mediterranean Seismological Centre is reporting a magnitude 6.3 earthquake located 14 miles east-southeast of Taipei, Taiwan. There have been no initial reports of associated injuries or damage","Geophysical: Earthquake","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","Taipei - G","Site"
"INC-0544","Tropical Cyclone Surigae","4/18/2021 7:32 AM","Taguig","Philippines","Multiple sources report that up to 19,120 people have now been evacuated in several municipalities in Catanduanes due heavy rains caused by Tropical Cyclone Surigae. Evacuations are as follows:

Bagamanoc: 336
Baras: 3,052
Bato: 230 
Caramoran: 119 
Pandan: 157
Panganiban: 760
San Andres: 247 
San Miguel: 2,775
Viga: 69 
Virac: 9,372","","Meteorological (Tornado, Hurricane, Floods)","Closed","","Taguig - Sun Life centre","Site"
"INC-0176","Earthquake - Manila","4/22/2019 8:41 AM","Taguig","Philippines","22 Apr 2019, ~6.1-magnitude earthquake struck in the central Philippines. The earthquake struck 60 km (37 miles) northwest of Manila due to this tremor shakes building in Manila .","","Safety (Terrorism, War, Civil-unrest)","Closed","","Taguig - Sun Life centre","Site"
"INC-0813","A typhoon landing at Kansai","10/17/2021 8:30 PM","Osaka","Japan","A typhoon lands at Kansai area and Osaka Office is lost. Power outage, water stoppage occurs. 20% of products are lost due to water leak caused inside the damaged office.","","Meteorological (Tornado, Hurricane, Floods)","Closed","","Osaka - Kurabo Anex Bldg","Market"
"INC-0564","Fire: Industrial Fire","5/10/2021 7:56 PM","Iwaki","Japan","Media sources are reporting a fire and explosion at a Sakai Chemical factory at Tajuku Izumimachishimogawa. Updates report that nearby residents have been advised to stay indoors due to the possibility of toxic gases being released into the air. Four people have been injured. The factory makes zinc for the cosmetic industry. Expect local disruptions.","Fire: Industrial Fire","Fire (Fire suppression, explosion)","Closed","","Iwaki - B1","Site"
"INC-0960","Geophysical: 7.3 Earthquake","3/16/2022 12:37 PM","Tokyo","Japan","Media sources are reporting that approximately 142,167 people are subject to a Level 4 Purple evacuation order across multiple locations in Miyagi Prefecture due to the recent earthquake. The evacuation area includes the following locations, listed with their approximate populations: 

- Watari Town: 33,459
- Iwanuma City: 43,946
- Shiogama City: 52,662
- Yamamoto City: 12,100

Shelters have reportedly been opened in Shichigama Town and Shiogame City. The expected duration of the evacuation has not been specified.

Japan operates a five-tiered evacuation notice system: Level 1/White, alert; Level 2/Yellow, should check evacuation procedures; Level 3/Red, elderly people must evacuate; Level 4/Purple, all people must evacuate; Level 5/Black, must take measures to protect lives. However, evacuation orders are not mandatory and no information is available on how many people have evacuated.","Other: Evacuation","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","Tokyo - Shinagawa Shibaura","Regional"
"INC-0852","","12/8/2021 11:47 PM","Tokyo","","","","","Monitoring","","Tokyo - Shinagawa Shibaura",""
"INC-0703","","9/3/2021 6:24 AM","Bangalore","","","","","Monitoring","","Bangalore - Manyata Tech. Park",""
"INC-1081","","8/2/2022 3:40 AM","Bangalore","","","","","Monitoring","","Bangalore - Manyata Tech. Park",""
"INC-1014","","5/31/2022 7:24 AM","Batam Island","","","","","Monitoring","","Batam",""
"INC-0557","","5/5/2021 4:21 AM","Batam Island","","","","","Monitoring","","Batam",""
"INC-0981","","4/26/2022 12:52 AM","Batam Island","","","","","Monitoring","","Batam",""
"INC-1012","","5/30/2022 5:54 AM","Batam Island","","","","","Monitoring","","Batam",""
"INC-0394","Covid-19 outbreak - Pandemic","9/16/2020 5:19 AM","Batam Island","","In Batam Site are confirmed   Covid 19 cases and suspected cases, starting from beginning of this week. Crisis is activated to manage and monitoring the Covid spread ensuring the safety of people and continuity of the business.","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Batam","Site"
"INC-0343","","4/30/2020 4:27 AM","Batam Island","","","","","Monitoring","","Batam",""
"INC-0549","Covid-19","4/15/2021 7:00 PM","Batam Island","Singapore","In Batam Site are confirmed Covid 19 cases and suspected cases, starting from this week. BC Plan Procedures are activated to manage and monitoring the Covid spread ensuring the safety of people and continuity of the business.","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Batam","Site"
"INC-0320","","3/30/2020 1:52 AM","Batam Island","","","","","Monitoring","","Batam",""
"INC-0980","","4/26/2022 12:48 AM","Batam Island","","","","","Monitoring","","Batam",""
"INC-0992","","5/16/2022 5:30 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0995","","5/16/2022 5:35 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0994","","5/16/2022 5:34 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0991","","5/16/2022 5:27 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0993","","5/16/2022 5:33 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0160","Walkthrough","3/7/2019 2:00 AM","Zhuhai","China","Test & Exercise of all recovery procedures from loss of Premises in the BCP","","Continuity (crisis)","","","Zhuhai - Qinshi Ind. Park","Site"
"INC-0468","","12/4/2020 5:46 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0652","","8/9/2021 3:20 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0667","","8/17/2021 6:26 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0347","CMT of Zhuhai -Handle COVID-19","1/28/2020 1:00 PM","Zhuhai","China","COVID -19 is spreading within  China, 
The Crisis Management Team of Zhuhai plant was activated to monitor, assess and response to this event.","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Zhuhai - Qinshi Ind. Park","Site"
"INC-0648","","8/6/2021 3:08 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0649","","8/6/2021 3:39 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0698","","8/31/2021 11:19 PM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0934","","2/15/2022 11:21 PM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0862","","12/16/2021 3:04 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0867","","12/20/2021 5:56 AM","Zhuhai","","","","","Monitoring","","Zhuhai - Qinshi Ind. Park",""
"INC-0159","","","Shenzhen","China","","","Continuity (crisis)","","","Shenzhen - Tang Xia Yong Vill","Site"
"INC-0429","","10/27/2020 10:45 PM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0430","","10/28/2020 3:01 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0490","","1/8/2021 3:32 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0348","CMT OF SRC Shenzhen to handle COVID-19","1/28/2020 1:00 PM","Shenzhen","China","The Crisis management team of SRC Shenzhen plant was activated to monitor the situation and assess the consequence and make appropriate response","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Shenzhen - Tang Xia Yong Vill","Site"
"INC-0886","","1/26/2022 4:27 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0148","Scenario Demo","12/19/2018 9:16 AM","Shenzhen","China","","","Continuity (crisis)","","","Shenzhen - Tang Xia Yong Vill","Site"
"INC-0885","","1/26/2022 4:19 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-1115","China - Shenzhen COVID Lockdown","9/1/2022 7:49 AM","Shenzhen","China","China's Shenzhen widens COVID restrictions as cases rise","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Shenzhen - Tang Xia Yong Vill","Regional"
"INC-0830","","12/2/2021 6:45 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0865","","12/17/2021 12:50 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0920","","2/10/2022 12:49 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0829","","12/2/2021 6:17 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0917","","2/10/2022 12:30 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0918","","2/10/2022 12:39 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0831","","12/2/2021 6:52 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0919","","2/10/2022 12:43 AM","Shenzhen","","","","","Monitoring","","Shenzhen - Tang Xia Yong Vill",""
"INC-0989","","5/15/2022 10:16 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-1349","","4/14/2023 4:42 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-1347","","4/14/2023 4:40 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0884","","1/25/2022 5:52 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0158","Recovery procedure awarness testing","3/4/2019 1:00 AM","Shenzhen","China","Confirm the feasibility of the site recovery procedure without invoking recovery resources","","Continuity (crisis)","","","Shenzhen - No3 Road","Site"
"INC-0349","CMT of Shenzhen Goldway to handle COVID-19","1/28/2020 1:00 PM","Shenzhen","China","the CMT of Shenzhen Goldway was activated to monitor, assess the situation and potential consequence, appropriate response was made","","Health (Epidemic, Pandemic, Medical, Public health)","Closed","","Shenzhen - No3 Road","Site"
"INC-0873","","12/29/2021 5:40 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0906","","2/9/2022 4:18 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-1348","","4/14/2023 4:41 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0650","","8/6/2021 4:46 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0651","","8/6/2021 5:03 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0438","","11/3/2020 3:15 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0859","","12/14/2021 12:10 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0869","","12/21/2021 1:21 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0868","","12/21/2021 1:02 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0990","","5/16/2022 12:19 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-0988","","5/15/2022 10:14 AM","Shenzhen","","","","","Monitoring","","Shenzhen - No3 Road",""
"INC-1189","","10/17/2022 6:16 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0999","","5/17/2022 10:20 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-1000","","5/17/2022 10:22 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-1133","Meteorological: Tropical Cyclone for MUIFA-22","9/13/2022 8:46 AM","Suzhou","China","Muifa is on track to pass over or near Shanghai late Wednesday, probably as a borderline tropical storm/category 1 typhoon, and hug the coast of east-central China as a tropical storm, possibly passing near Beijing around Friday before it dissipates entirely. Most of the coastline will be on the weaker left-hand side of Muifa, so winds should not be a major threat, but widespread torrential rain is a distinct concern. Totals of 3 to 10 inches are possible in and near Shanghai, with 3 to 6 inches or more also possible as Muifa encounters the Shadong Peninsula.","Meteorological: Tropical Cyclone for MUIFA-22","Meteorological (Tornado, Hurricane, Floods)","Closed","","Suzhou - Industrial Park","Regional"
"INC-1190","","10/17/2022 6:18 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0997","","5/17/2022 10:14 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
"INC-0996","","5/17/2022 10:11 AM","Suzhou","","","","","Monitoring","","Suzhou - Industrial Park",""
